subject,sex,age,bigram_freq,concreteness,Initial,diversity,letters,item,correct,response_time,trans_prob,word_freq
20,1,23,0,4.22,rethinks,0,5,scaly,1,945,0,75
22,1,29,0,4.22,rethinks,0,5,scaly,1,1079,0,75
28,1,30,0,4.22,rethinks,0,5,scaly,1,1108,0,75
2,1,50,0,4.22,rethinks,0,5,scaly,1,1463,0,75
19,1,46,0,4.8,building,177,4,food,1,808,0,18992
27,1,46,0,4.4,ski,17,8,aircraft,1,487,0,6203
5,1,29,0,4.4,ski,17,8,aircraft,1,502,0,6203
7,0,38,0,4.4,ski,17,8,aircraft,1,503,0,6203
1,1,30,0,4.4,ski,17,8,aircraft,1,515,0,6203
13,1,29,0,4.4,ski,17,8,aircraft,1,561,0,6203
18,1,25,0,4.4,ski,17,8,aircraft,1,590,0,6203
14,0,22,0,4.4,ski,17,8,aircraft,1,592,0,6203
23,1,42,0,4.4,ski,17,8,aircraft,1,628,0,6203
8,1,30,0,4.4,ski,17,8,aircraft,1,714,0,6203
17,1,33,0,4.4,ski,17,8,aircraft,1,726,0,6203
24,1,48,0,4.4,ski,17,8,aircraft,1,749,0,6203
21,1,18,0,4.4,ski,17,8,aircraft,1,758,0,6203
6,1,30,0,4.4,ski,17,8,aircraft,1,778,0,6203
28,1,30,0,4.4,ski,17,8,aircraft,1,788,0,6203
12,0,24,0,4.4,ski,17,8,aircraft,1,823,0,6203
3,1,60,0,4.4,ski,17,8,aircraft,1,835,0,6203
9,1,46,0,4.4,ski,17,8,aircraft,1,835,0,6203
2,1,50,0,4.4,ski,17,8,aircraft,1,900,0,6203
10,1,21,0,4.4,ski,17,8,aircraft,1,974,0,6203
22,1,29,0,4.4,ski,17,8,aircraft,1,979,0,6203
26,0,51,0,4.4,ski,17,8,aircraft,1,1187,0,6203
20,1,23,0,4.4,ski,17,8,aircraft,1,1216,0,6203
29,0,29,0,4.4,ski,17,8,aircraft,1,1298,0,6203
11,1,20,0,4.4,ski,17,8,aircraft,1,1390,0,6203
16,1,22,0,4.4,ski,17,8,aircraft,1,1432,0,6203
10,1,21,0,,slug,3,4,gags,1,693,0,89
20,1,23,0,,slug,3,4,gags,1,699,0,89
18,1,25,0,,slug,3,4,gags,1,749,0,89
8,1,30,0,,slug,3,4,gags,1,750,0,89
27,1,46,0,,slug,3,4,gags,1,754,0,89
23,1,42,0,,slug,3,4,gags,1,778,0,89
28,1,30,0,,slug,3,4,gags,1,868,0,89
2,1,50,0,,slug,3,4,gags,1,894,0,89
6,1,30,0,,slug,3,4,gags,1,979,0,89
27,1,46,0,4.53,snuffles,0,5,model,1,408,0,13335
7,0,38,0,4.53,snuffles,0,5,model,1,444,0,13335
13,1,29,0,4.53,snuffles,0,5,model,1,462,0,13335
20,1,23,0,4.53,snuffles,0,5,model,1,495,0,13335
10,1,21,0,4.53,snuffles,0,5,model,1,516,0,13335
5,1,29,0,4.53,snuffles,0,5,model,1,555,0,13335
12,0,24,0,4.53,snuffles,0,5,model,1,593,0,13335
18,1,25,0,4.53,snuffles,0,5,model,1,634,0,13335
29,0,29,0,4.53,snuffles,0,5,model,1,692,0,13335
23,1,42,0,4.53,snuffles,0,5,model,1,703,0,13335
21,1,18,0,4.53,snuffles,0,5,model,1,706,0,13335
28,1,30,0,4.53,snuffles,0,5,model,1,719,0,13335
11,1,20,0,4.53,snuffles,0,5,model,1,722,0,13335
2,1,50,0,4.53,snuffles,0,5,model,1,734,0,13335
1,1,30,0,4.53,snuffles,0,5,model,1,779,0,13335
17,1,33,0,4.53,snuffles,0,5,model,1,796,0,13335
8,1,30,0,4.53,snuffles,0,5,model,1,806,0,13335
22,1,29,0,4.53,snuffles,0,5,model,1,824,0,13335
25,1,47,0,4.53,snuffles,0,5,model,1,834,0,13335
3,1,60,0,4.53,snuffles,0,5,model,1,888,0,13335
9,1,46,0,4.53,snuffles,0,5,model,1,888,0,13335
26,0,51,0,4.53,snuffles,0,5,model,1,1193,0,13335
16,1,22,0,4.53,snuffles,0,5,model,1,1320,0,13335
27,1,46,0,3.08,stippled ,0,5,trade,1,214,0,19981
10,1,21,0,3.08,stippled ,0,5,trade,1,436,0,19981
14,0,22,0,3.08,stippled ,0,5,trade,1,440,0,19981
7,0,38,0,3.08,stippled ,0,5,trade,1,443,0,19981
8,1,30,0,3.08,stippled ,0,5,trade,1,449,0,19981
23,1,42,0,3.08,stippled ,0,5,trade,1,502,0,19981
18,1,25,0,3.08,stippled ,0,5,trade,1,540,0,19981
11,1,20,0,3.08,stippled ,0,5,trade,1,551,0,19981
20,1,23,0,3.08,stippled ,0,5,trade,1,566,0,19981
2,1,50,0,3.08,stippled ,0,5,trade,1,593,0,19981
16,1,22,0,4.8,building,177,4,food,1,948,0,18992
22,1,29,0,3.08,stippled ,0,5,trade,1,695,0,19981
28,1,30,0,3.08,stippled ,0,5,trade,1,700,0,19981
3,1,60,0,3.08,stippled ,0,5,trade,1,727,0,19981
9,1,46,0,3.08,stippled ,0,5,trade,1,727,0,19981
12,0,24,0,3.08,stippled ,0,5,trade,1,762,0,19981
16,1,22,0,3.08,stippled ,0,5,trade,1,838,0,19981
24,1,48,0,3.08,stippled ,0,5,trade,1,1093,0,19981
26,0,51,0,3.08,stippled ,0,5,trade,1,1263,0,19981
10,1,21,0,3.61,systems,154,5,short,1,423,0,18652
7,0,38,0,3.61,systems,154,5,short,1,498,0,18652
22,1,29,0,3.61,systems,154,5,short,1,504,0,18652
20,1,23,0,3.61,systems,154,5,short,1,554,0,18652
27,1,46,0,3.61,systems,154,5,short,1,564,0,18652
8,1,30,0,3.61,systems,154,5,short,1,581,0,18652
14,0,22,0,3.61,systems,154,5,short,1,583,0,18652
18,1,25,0,3.61,systems,154,5,short,1,590,0,18652
23,1,42,0,3.61,systems,154,5,short,1,593,0,18652
12,0,24,0,3.61,systems,154,5,short,1,596,0,18652
3,1,60,0,3.61,systems,154,5,short,1,602,0,18652
9,1,46,0,3.61,systems,154,5,short,1,602,0,18652
28,1,30,0,3.61,systems,154,5,short,1,643,0,18652
24,1,48,0,3.61,systems,154,5,short,1,758,0,18652
16,1,22,0,3.61,systems,154,5,short,1,845,0,18652
26,0,51,0,3.61,systems,154,5,short,1,871,0,18652
11,1,20,0,3.61,systems,154,5,short,1,1033,0,18652
2,1,50,0,3.61,systems,154,5,short,1,1050,0,18652
13,1,29,0,4,tides,4,5,mauve,1,605,0,222
11,1,20,0,4,tides,4,5,mauve,1,633,0,222
18,1,25,0,4,tides,4,5,mauve,1,680,0,222
27,1,46,0,4,tides,4,5,mauve,1,734,0,222
5,1,29,0,4,tides,4,5,mauve,1,746,0,222
2,1,50,0,4,tides,4,5,mauve,1,785,0,222
17,1,33,0,4,tides,4,5,mauve,1,896,0,222
6,1,30,0,4,tides,4,5,mauve,1,1152,0,222
14,0,22,0,3.68,trillion,0,5,droop,1,407,0,77
20,1,23,0,3.68,trillion,0,5,droop,1,556,0,77
18,1,25,0,3.68,trillion,0,5,droop,1,574,0,77
11,1,20,0,3.68,trillion,0,5,droop,1,635,0,77
3,1,60,0,3.68,trillion,0,5,droop,1,673,0,77
9,1,46,0,3.68,trillion,0,5,droop,1,673,0,77
8,1,30,0,3.68,trillion,0,5,droop,1,702,0,77
10,1,21,0,3.68,trillion,0,5,droop,1,710,0,77
23,1,42,0,3.68,trillion,0,5,droop,1,865,0,77
28,1,30,0,3.68,trillion,0,5,droop,1,1036,0,77
2,1,50,0,3.68,trillion,0,5,droop,1,1202,0,77
22,1,29,0,3.68,trillion,0,5,droop,1,1221,0,77
7,0,38,0,4.75,vexes,0,6,street,1,370,0,19614
8,1,30,0,4.75,vexes,0,6,street,1,446,0,19614
14,0,22,0,4.75,vexes,0,6,street,1,499,0,19614
28,1,30,0,4.75,vexes,0,6,street,1,517,0,19614
10,1,21,0,4.75,vexes,0,6,street,1,549,0,19614
18,1,25,0,4.75,vexes,0,6,street,1,551,0,19614
20,1,23,0,4.75,vexes,0,6,street,1,576,0,19614
22,1,29,0,4.75,vexes,0,6,street,1,600,0,19614
3,1,60,0,4.75,vexes,0,6,street,1,707,0,19614
9,1,46,0,4.75,vexes,0,6,street,1,707,0,19614
12,0,24,0,4.75,vexes,0,6,street,1,732,0,19614
27,1,46,0,4.75,vexes,0,6,street,1,753,0,19614
26,0,51,0,4.75,vexes,0,6,street,1,953,0,19614
2,1,50,0,4.75,vexes,0,6,street,1,970,0,19614
19,1,46,0,4.75,vexes,0,6,street,1,1218,0,19614
7,0,38,0,2.31,way,263,5,agree,1,434,0,8181
18,1,25,0,2.31,way,263,5,agree,1,546,0,8181
13,1,29,0,2.31,way,263,5,agree,1,565,0,8181
3,1,60,0,2.31,way,263,5,agree,1,599,0,8181
9,1,46,0,2.31,way,263,5,agree,1,599,0,8181
8,1,30,0,2.31,way,263,5,agree,1,611,0,8181
14,0,22,0,2.31,way,263,5,agree,1,618,0,8181
24,1,48,0,2.31,way,263,5,agree,1,621,0,8181
20,1,23,0,2.31,way,263,5,agree,1,629,0,8181
2,1,50,0,2.31,way,263,5,agree,1,661,0,8181
5,1,29,0,2.31,way,263,5,agree,1,663,0,8181
28,1,30,0,2.31,way,263,5,agree,1,671,0,8181
11,1,20,0,2.31,way,263,5,agree,1,755,0,8181
23,1,42,0,2.31,way,263,5,agree,1,777,0,8181
10,1,21,0,2.31,way,263,5,agree,1,835,0,8181
12,0,24,0,2.31,way,263,5,agree,1,887,0,8181
6,1,30,0,2.31,way,263,5,agree,1,980,0,8181
27,1,46,0,2.31,way,263,5,agree,1,1046,0,8181
29,0,29,0,2.31,way,263,5,agree,1,1083,0,8181
19,1,46,0,2.31,way,263,5,agree,1,1176,0,8181
25,1,47,0,2.31,way,263,5,agree,1,1315,0,8181
27,1,46,0,1.93,winds,27,6,agreed,1,479,0,14692
12,0,24,0,1.93,winds,27,6,agreed,1,493,0,14692
8,1,30,0,1.93,winds,27,6,agreed,1,562,0,14692
23,1,42,0,1.93,winds,27,6,agreed,1,562,0,14692
7,0,38,0,1.93,winds,27,6,agreed,1,565,0,14692
22,1,29,0,1.93,winds,27,6,agreed,1,569,0,14692
11,1,20,0,1.93,winds,27,6,agreed,1,575,0,14692
18,1,25,0,1.93,winds,27,6,agreed,1,607,0,14692
19,1,46,0,1.93,winds,27,6,agreed,1,761,0,14692
28,1,30,0,1.93,winds,27,6,agreed,1,793,0,14692
3,1,60,0,1.93,winds,27,6,agreed,1,864,0,14692
9,1,46,0,1.93,winds,27,6,agreed,1,864,0,14692
2,1,50,0,1.93,winds,27,6,agreed,1,969,0,14692
24,1,48,0,1.93,winds,27,6,agreed,1,1243,0,14692
26,0,51,0,1.93,winds,27,6,agreed,1,1473,0,14692
10,1,21,0,3.2,year,343,7,hundred,1,463,0,19109
7,0,38,0,3.2,year,343,7,hundred,1,469,0,19109
8,1,30,0,3.2,year,343,7,hundred,1,496,0,19109
13,1,29,0,3.2,year,343,7,hundred,1,496,0,19109
23,1,42,0,3.2,year,343,7,hundred,1,506,0,19109
12,0,24,0,3.2,year,343,7,hundred,1,522,0,19109
14,0,22,0,3.2,year,343,7,hundred,1,539,0,19109
25,1,47,0,3.2,year,343,7,hundred,1,562,0,19109
24,1,48,0,3.2,year,343,7,hundred,1,564,0,19109
28,1,30,0,3.2,year,343,7,hundred,1,575,0,19109
22,1,29,0,3.2,year,343,7,hundred,1,577,0,19109
27,1,46,0,3.2,year,343,7,hundred,1,607,0,19109
6,1,30,0,3.2,year,343,7,hundred,1,656,0,19109
5,1,29,0,3.2,year,343,7,hundred,1,656,0,19109
18,1,25,0,3.2,year,343,7,hundred,1,754,0,19109
26,0,51,0,3.2,year,343,7,hundred,1,779,0,19109
21,1,18,0,3.2,year,343,7,hundred,1,788,0,19109
20,1,23,0,3.2,year,343,7,hundred,1,788,0,19109
2,1,50,0,3.2,year,343,7,hundred,1,871,0,19109
3,1,60,0,3.2,year,343,7,hundred,1,1001,0,19109
9,1,46,0,3.2,year,343,7,hundred,1,1001,0,19109
17,1,33,0,3.2,year,343,7,hundred,1,1099,0,19109
16,1,22,0,3.2,year,343,7,hundred,1,1133,0,19109
29,0,29,0,3.2,year,343,7,hundred,1,1313,0,19109
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Column Labels,,,,,,,,,,,
,1,2,3,5,,,,,,,,
Average of response_time,717.8400598,741.921659,819.6402027,702.2894737,,,,,,,,
